[test_data/solomon/c101.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1511.75
[INFO] Cost func = 1511.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
7;7;43;74;74;84;10;38.0789
7;7;44;87;87;97;3;35.3412
7;7;40;102;102;112;5.83095;40.3113
7;7;41;122;122;132;10.198;30.8058
7;7;71;153;153;163;21.1896;25.4951
7;7;54;174;174;184;11.1803;18.0278
7;7;93;194;194;204;10;21.095
7;7;81;217;217;227;13.4164;12.0416
8;8;94;17;17;27;17.1172;17.1172
8;8;33;63;63;73;36.2353;51.4781
8;8;30;78;78;88;5.83095;52
8;8;84;119;119;129;31.0161;27.0185
8;8;19;153;153;163;24.2074;40.05
8;8;83;184;184;194;21.587;19.2354
8;8;80;212;212;222;18.868;7.61577
9;9;65;11;11;21;11.1803;11.1803
9;9;59;53;53;63;32.0156;42.4264
9;9;87;67;90;100;4.47214;38.2099
9;9;97;110;110;120;10;48.1664
9;9;10;142;142;152;22.8035;31.6228
9;9;73;173;173;183;21.5407;39.2938
10;10;45;37;37;47;37.7359;37.7359
10;10;6;54;95;105;7.28011;33.3017
10;10;79;118;118;128;13.8924;38.4708
10;10;70;157;180;190;29.0172;19.6469
10;10;61;200;200;210;10.7703;15.8114
11;11;69;9;41;51;9.21954;9.21954
11;11;11;76;76;86;25.9422;33.5261
11;11;9;91;91;101;5.38516;33.541
11;11;53;119;119;129;18.0278;20
11;11;55;143;143;153;14.1421;14.1421
11;11;68;163;163;173;10;10
11;11;96;189;189;199;16.1555;15.5242
12;12;62;29;52;62;29.1548;29.1548
12;12;64;82;82;92;20.6155;20.6155
12;12;22;107;107;117;15.8114;35
12;12;49;120;120;130;3.60555;38.0526
12;12;56;154;154;164;24.3516;18.0278
13;13;92;14;14;24;14.7648;14.7648
13;13;42;61;61;71;37.054;33.541
13;13;38;78;78;88;7;37.2022
13;13;66;135;135;145;47.8539;13.0384
14;0;67;25;70;80;25.2982;25.2982
15;14;88;17;67;77;17.8885;17.8885
15;14;78;93;93;103;16.1245;32.5576
16;0;99;20;77;87;20.5183;20.5183
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1973.54
[INFO] Cost func = 1973.54
[DEBUG]  SOLUTION: 1973.54 | 0 | {0, 0}
[test_data/solomon/rc104.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1708.17
[INFO] Cost func = 1708.17
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;95;20;20;30;20.6155;20.6155
0;0;62;39;52;62;9.21954;29.1548
0;0;63;77;77;87;15;39.0513
0;0;85;90;90;100;3.60555;35.4683
0;0;84;108;108;118;8.48528;27.0185
0;0;56;127;127;137;9.21954;18.0278
0;0;64;144;144;154;7.07107;20.6155
0;0;83;162;162;172;8.06226;19.2354
0;0;66;179;179;189;7.2111;13.0384
0;0;65;195;195;205;6.7082;11.1803
0;0;82;213;213;223;8.544;14.7648
1;1;88;17;17;27;17.8885;17.8885
1;1;98;33;33;43;6.32456;14.1421
1;1;69;48;48;58;5;9.21954
1;1;67;92;92;102;34.4819;25.2982
1;1;32;127;127;137;25.9422;51.0784
1;1;29;142;142;152;5.83095;52.2015
1;1;31;154;154;164;2;50.2892
1;1;34;167;167;177;3;47.4342
1;1;50;190;190;200;13;35.3412
2;2;57;26;26;36;26.9258;26.9258
2;2;86;45;45;55;9.05539;32.2025
2;2;52;62;62;72;7.2111;25
2;2;99;77;77;87;5.09902;20.5183
2;2;53;103;103;113;16.1555;20
2;2;78;126;126;136;13.4164;32.5576
2;2;60;144;144;154;8.06226;26.9258
2;2;55;169;169;179;15;14.1421
2;2;100;186;186;196;7.07107;19.2354
2;2;70;200;200;210;4.47214;19.6469
3;3;42;33;33;43;33.541;33.541
3;3;44;45;64;74;2;35.3412
3;3;39;79;79;89;5.38516;36.0555
3;3;38;91;91;101;2;37.2022
3;3;41;107;107;117;6.40312;30.8058
3;3;72;128;128;138;11.1803;27.4591
3;3;51;183;183;193;45.7056;33.541
4;4;6;33;33;43;33.3017;33.3017
4;4;7;46;46;56;3;35.3553
4;4;8;61;91;101;5;39.0513
4;4;46;104;104;114;3;37.2022
4;4;5;119;119;129;5.38516;40.3113
4;4;3;131;131;141;2;39.3573
4;4;1;144;144;154;3;38.0789
4;4;45;159;159;169;5.83095;37.7359
4;4;4;171;171;181;2;36.0555
4;4;2;186;186;196;5.38516;30.8058
5;5;12;32;32;42;32.3883;32.3883
5;5;14;45;45;55;3;35.3553
5;5;47;58;58;68;3;38.3275
5;5;15;73;73;83;5;39.2938
5;5;11;89;89;99;6;33.5261
5;5;10;101;101;111;2;31.6228
5;5;9;116;116;126;5;33.541
5;5;59;141;141;151;15;42.4264
5;5;74;161;161;171;10;36.0555
5;5;24;189;189;199;18.6815;35.0571
6;6;22;35;35;45;35;35
6;6;23;55;65;75;10.198;45.0444
6;6;21;77;77;87;2;45
6;6;48;89;89;99;2;45.0444
6;6;18;101;101;111;2;45.1774
6;6;19;116;116;126;5.38516;40.05
6;6;49;128;128;138;2;38.0526
6;6;20;141;141;151;3;35.0571
7;7;37;40;40;50;40.6079;40.6079
7;7;35;53;53;63;3.60555;44.2041
7;7;36;65;65;75;2;43.0116
7;7;40;80;80;90;5;40.3113
7;7;43;95;95;105;5;38.0789
7;7;73;163;163;173;58.6003;39.2938
7;7;17;188;188;198;15.1327;40.3113
8;8;16;41;41;51;41.2311;41.2311
8;8;87;71;90;100;20;38.2099
8;8;97;110;110;120;10;48.1664
8;8;75;133;133;143;13.0384;57.0088
8;8;58;154;154;164;11.1803;47.1699
8;8;77;174;174;184;10.6302;49.98
9;9;76;42;75;85;42.9418;42.9418
9;9;89;94;94;104;9.89949;52.4786
9;9;13;172;172;182;68.8767;38.0789
10;10;79;38;89;99;38.4708;38.4708
11;11;30;52;52;62;52;52
11;11;28;66;66;76;4;55.7135
11;11;27;81;81;91;5.83095;57.0088
11;11;26;96;96;106;5;58.5235
11;11;33;117;117;127;11.1803;51.4781
11;11;25;180;180;190;53.8516;45.2769
12;12;90;4;4;14;4.24264;4.24264
12;12;91;27;27;37;13;12.0416
12;12;92;41;41;51;4.12311;14.7648
12;12;94;57;57;67;6.40312;17.1172
12;12;93;72;72;82;5.65685;21.095
12;12;71;87;87;97;5;25.4951
12;12;96;107;107;117;10.0499;15.5242
12;12;54;123;123;133;6;18.0278
12;12;81;139;139;149;6.32456;12.0416
12;12;61;157;157;167;8.06226;15.8114
12;12;68;174;174;184;7.07107;10
12;12;80;198;198;208;14.7648;7.61577
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1708.17
[INFO] Cost func = 1708.17
[DEBUG]  SOLUTION: 1708.17 | 0 | {0, 0}
[test_data/solomon/rc105.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 2304.6
[INFO] Cost func = 2304.6
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;52;25;25;35;25;25
0;0;19;61;61;71;26.2488;40.05
0;0;23;77;77;87;6.40312;45.0444
0;0;21;89;89;99;2;45
0;0;48;101;101;111;2;45.0444
0;0;18;113;113;123;2;45.1774
0;0;25;132;171;181;9;45.2769
0;0;24;191;191;201;10.4403;35.0571
1;1;65;11;11;21;11.1803;11.1803
1;1;82;29;29;39;8.544;14.7648
1;1;16;66;66;76;27.1662;41.2311
1;1;59;98;98;108;22.3607;42.4264
1;1;86;119;119;129;11.7047;32.2025
1;1;75;153;153;163;24.8395;57.0088
2;2;92;14;15;25;14.7648;14.7648
2;2;95;31;31;41;6.7082;20.6155
2;2;63;60;60;70;19.2354;39.0513
2;2;76;79;85;95;9.43398;42.9418
2;2;89;104;105;115;9.89949;52.4786
2;2;26;152;152;162;37.5367;58.5235
2;2;80;212;212;222;50.9215;7.61577
3;3;42;33;33;43;33.541;33.541
3;3;39;48;48;58;5;36.0555
3;3;36;65;65;75;7.07107;43.0116
3;3;35;77;138;148;2;44.2041
3;3;37;151;151;161;3.60555;40.6079
3;3;93;191;191;201;30.2655;21.095
3;3;96;207;207;217;6.32456;15.5242
4;4;2;30;30;40;30.8058;30.8058
4;4;44;73;74;84;33.7343;35.3412
4;4;38;91;91;101;7.28011;37.2022
4;4;40;106;106;116;5.38516;40.3113
4;4;72;136;136;146;20.2237;27.4591
4;4;54;155;155;165;9.43398;18.0278
4;4;70;186;186;196;21.9317;19.6469
5;5;7;35;35;45;35.3553;35.3553
5;5;88;64;67;77;19.2354;17.8885
5;5;79;97;99;109;20.5913;38.4708
5;5;100;134;200;210;25.02;19.2354
6;6;83;19;19;29;19.2354;19.2354
6;6;64;37;53;63;8.06226;20.6155
6;6;84;75;106;116;12.0416;27.0185
6;6;56;125;130;140;9.21954;18.0278
6;6;85;157;157;167;17.6918;35.4683
6;6;91;190;190;200;23.6009;12.0416
7;7;98;14;14;24;14.1421;14.1421
7;7;47;49;49;59;25;38.3275
7;7;11;66;69;79;7.81025;33.5261
7;7;13;84;152;162;5.83095;38.0789
7;7;60;188;188;198;26.9258;26.9258
8;8;14;35;35;45;35.3553;35.3553
8;8;78;56;90;100;11.4017;32.5576
8;8;73;107;107;117;7.2111;39.2938
8;8;17;132;147;157;15.1327;40.3113
9;9;45;37;37;47;37.7359;37.7359
9;9;3;50;64;74;3.60555;39.3573
9;9;1;77;77;87;3;38.0789
9;9;5;92;92;102;5;40.3113
9;9;46;107;107;117;5.38516;37.2022
9;9;4;119;151;161;2;36.0555
10;10;12;32;32;42;32.3883;32.3883
10;10;8;77;101;111;35.6931;39.0513
10;10;6;116;116;126;5.83095;33.3017
10;10;55;145;150;160;19.2094;14.1421
11;11;15;39;68;78;39.2938;39.2938
11;11;9;87;101;111;9.43398;33.541
11;11;97;129;129;139;18.0278;48.1664
12;12;69;9;51;61;9.21954;9.21954
12;12;87;94;100;110;33.8379;38.2099
12;12;10;126;126;136;16.1245;31.6228
12;12;58;166;172;182;30.4138;47.1699
13;13;51;33;69;79;33.541;33.541
13;13;22;94;94;104;15.8114;35
13;13;20;106;111;121;2;35.0571
13;13;49;124;124;134;3;38.0526
13;13;77;155;163;173;21.0238;49.98
14;14;31;50;50;60;50.2892;50.2892
14;14;29;62;62;72;2;52.2015
14;14;27;77;77;87;5;57.0088
14;14;28;92;92;102;5.83095;55.7135
14;14;32;107;116;126;5;51.0784
14;14;34;131;131;141;5.38516;47.4342
14;14;50;154;154;164;13;35.3412
15;15;33;51;51;61;51.4781;51.4781
15;15;30;66;75;85;5.83095;52
15;15;94;120;120;130;35.8469;17.1172
15;15;43;167;167;177;37.054;38.0789
16;16;61;15;55;65;15.8114;15.8114
16;16;71;87;87;97;22.3607;25.4951
16;16;41;118;118;128;21.1896;30.8058
16;16;68;151;151;161;23.4307;10
17;17;90;4;74;84;4.24264;4.24264
17;17;53;101;101;111;17.2627;20
17;17;74;141;151;161;30;36.0555
18;18;99;20;87;97;20.5183;20.5183
18;18;57;107;107;117;10.7703;26.9258
18;18;66;133;134;144;16.2788;13.0384
19;19;62;29;62;72;29.1548;29.1548
19;19;67;79;80;90;7.07107;25.2982
19;19;81;111;111;121;21.9317;12.0416
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 2304.6
[INFO] Cost func = 2304.6
[DEBUG]  SOLUTION: 2304.6 | 0 | {0, 0}
[test_data/solomon/rc106.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 2034.34
[INFO] Cost func = 2034.34
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;5;40;40;50;40.3113;40.3113
0;0;7;61;64;74;11.1803;35.3553
0;0;8;79;79;89;5;39.0513
0;0;45;94;94;104;5.38516;37.7359
0;0;4;106;126;136;2;36.0555
0;0;46;138;138;148;2;37.2022
0;0;3;154;154;164;6.40312;39.3573
0;0;60;189;189;199;25.9615;26.9258
1;1;65;11;11;21;11.1803;11.1803
1;1;12;48;49;59;27.4591;32.3883
1;1;14;62;62;72;3;35.3553
1;1;47;75;75;85;3;38.3275
1;1;16;90;90;100;5.38516;41.2311
1;1;15;102;102;112;2;39.2938
1;1;17;117;129;139;5.38516;40.3113
1;1;13;150;150;160;11.1803;38.0789
1;1;74;181;181;191;21.2132;36.0555
2;2;11;33;44;54;33.5261;33.5261
2;2;87;70;75;85;16.4924;38.2099
2;2;59;89;89;99;4.47214;42.4264
2;2;75;114;114;124;15.8114;57.0088
2;2;97;137;137;147;13.0384;48.1664
2;2;58;160;160;170;13.6015;47.1699
3;3;95;20;20;30;20.6155;20.6155
3;3;63;49;49;59;19.2354;39.0513
3;3;28;87;87;97;28.7924;55.7135
3;3;33;105;105;115;8.60233;51.4781
3;3;26;126;126;136;11.1803;58.5235
3;3;34;147;147;157;11.1803;47.4342
3;3;32;162;162;172;5.38516;51.0784
4;4;92;14;14;24;14.7648;14.7648
4;4;72;48;48;58;24.1661;27.4591
4;4;70;86;150;160;28.2843;19.6469
4;4;68;170;170;180;10.2956;10
4;4;100;191;191;201;11.4017;19.2354
5;5;83;19;20;30;19.2354;19.2354
5;5;19;51;57;67;21.587;40.05
5;5;23;73;73;83;6.40312;45.0444
5;5;77;98;120;130;15.1327;49.98
5;5;25;142;142;152;12.1655;45.2769
5;5;24;162;162;172;10.4403;35.0571
5;5;48;182;182;192;10.7703;45.0444
6;6;42;33;33;43;33.541;33.541
6;6;39;48;48;58;5;36.0555
6;6;38;60;60;70;2;37.2022
6;6;40;75;75;85;5.38516;40.3113
6;6;36;90;90;100;5;43.0116
6;6;35;102;124;134;2;44.2041
6;6;37;137;137;147;3.60555;40.6079
6;6;43;157;157;167;10.4403;38.0789
6;6;93;200;200;210;33.541;21.095
7;7;31;50;50;60;50.2892;50.2892
7;7;27;67;67;77;7;57.0088
7;7;30;85;85;95;8.60233;52
7;7;29;100;100;110;5.38516;52.2015
7;7;50;128;128;138;18;35.3412
7;7;56;160;160;170;22;18.0278
7;7;91;177;177;187;7.07107;12.0416
7;7;80;192;192;202;5.38516;7.61577
8;8;64;20;38;48;20.6155;20.6155
8;8;21;73;73;83;25.4951;45
8;8;86;109;109;119;26.8701;32.2025
8;8;9;134;134;144;15.5564;33.541
9;9;67;25;55;65;25.2982;25.2982
9;9;62;72;72;82;7.07107;29.1548
9;9;84;92;92;102;10;27.0185
9;9;18;129;129;139;27.2947;45.1774
9;9;66;171;171;181;32.1403;13.0384
10;10;82;14;27;37;14.7648;14.7648
10;10;98;46;46;56;9.05539;14.1421
10;10;88;62;62;72;6.32456;17.8885
10;10;2;89;89;99;17.1172;30.8058
10;10;79;116;116;126;17.4642;38.4708
10;10;6;139;139;149;13.8924;33.3017
10;10;1;161;161;171;12.2066;38.0789
11;11;69;9;26;36;9.21954;9.21954
11;11;73;66;66;76;30.0832;39.2938
11;11;10;97;104;114;21.5407;31.6228
11;11;78;130;130;140;16.1245;32.5576
11;11;55;162;162;172;22.3607;14.1421
12;12;76;42;60;70;42.9418;42.9418
12;12;20;88;107;117;18.2483;35.0571
12;12;49;120;120;130;3;38.0526
12;12;22;133;133;143;3.60555;35
12;12;89;171;171;181;28.7924;52.4786
13;13;71;25;50;60;25.4951;25.4951
13;13;41;81;81;91;21.1896;30.8058
13;13;44;98;98;108;7.61577;35.3412
13;13;54;130;130;140;22;18.0278
13;13;96;146;146;156;6;15.5242
14;14;52;25;37;47;25;25
14;14;51;78;78;88;31.6228;33.541
14;14;85;96;96;106;8.544;35.4683
14;14;57;139;139;149;33.0605;26.9258
15;15;61;15;51;61;15.8114;15.8114
15;15;90;80;80;90;19.6977;4.24264
15;15;99;106;106;116;16.2788;20.5183
15;15;53;132;132;142;16.1555;20
16;16;81;12;71;81;12.0416;12.0416
16;16;94;93;93;103;12.8063;17.1172
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 2034.34
[INFO] Cost func = 2034.34
[DEBUG]  SOLUTION: 2034.34 | 0 | {0, 0}
[test_data/solomon/rc107.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1827.14
[INFO] Cost func = 1827.14
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;64;20;20;30;20.6155;20.6155
0;0;19;50;58;68;20.2237;40.05
0;0;18;73;79;89;5.38516;45.1774
0;0;21;93;93;103;4;45
0;0;23;105;105;115;2;45.0444
0;0;25;118;118;128;3;45.2769
0;0;48;135;135;145;7;45.0444
0;0;77;164;164;174;19.105;49.98
1;1;59;42;42;52;42.4264;42.4264
1;1;13;67;67;77;15.8114;38.0789
1;1;75;107;107;117;30;57.0088
1;1;74;138;138;148;21.2132;36.0555
1;1;58;159;159;169;11.1803;47.1699
2;2;72;27;27;37;27.4591;27.4591
2;2;41;48;48;58;11.1803;30.8058
2;2;35;71;71;81;13.4536;44.2041
2;2;39;89;89;99;8.60233;36.0555
2;2;36;106;106;116;7.07107;43.0116
2;2;43;126;126;136;10;38.0789
2;2;44;139;139;149;3;35.3412
2;2;42;151;151;161;2;33.541
2;2;70;183;183;193;22.8254;19.6469
2;2;55;203;203;213;10.2956;14.1421
3;3;27;57;57;67;57.0088;57.0088
3;3;31;74;74;84;7;50.2892
3;3;29;86;86;96;2;52.2015
3;3;28;101;101;111;5.38516;55.7135
3;3;30;115;115;125;4;52
3;3;26;132;132;142;7;58.5235
3;3;32;150;150;160;8;51.0784
3;3;33;165;165;175;5.38516;51.4781
4;4;92;14;14;24;14.7648;14.7648
4;4;95;30;30;40;6.7082;20.6155
4;4;62;49;49;59;9.21954;29.1548
4;4;84;69;69;79;10;27.0185
4;4;76;96;96;106;17.2627;42.9418
4;4;49;124;124;134;18;38.0526
4;4;24;139;139;149;5;35.0571
4;4;22;151;151;161;2;35
4;4;56;183;183;193;22.3607;18.0278
4;4;91;200;200;210;7.07107;12.0416
5;5;38;37;37;47;37.2022;37.2022
5;5;37;50;113;123;3.60555;40.6079
5;5;93;153;153;163;30.2655;21.095
6;6;65;11;11;21;11.1803;11.1803
6;6;82;29;29;39;8.544;14.7648
6;6;9;57;57;67;18.7883;33.541
6;6;14;78;78;88;11.1803;35.3553
6;6;12;91;91;101;3;32.3883
6;6;47;107;107;117;6;38.3275
6;6;11;124;124;134;7.81025;33.5261
6;6;10;136;136;146;2;31.6228
6;6;15;154;154;164;8;39.2938
6;6;60;187;187;197;23.8537;26.9258
7;7;67;25;28;38;25.2982;25.2982
7;7;51;61;69;79;23.7697;33.541
7;7;85;87;87;97;8.544;35.4683
7;7;63;100;100;110;3.60555;39.0513
7;7;89;125;125;135;15.1327;52.4786
7;7;20;161;161;171;26.9258;35.0571
7;7;66;193;193;203;22.0227;13.0384
8;8;52;25;36;46;25;25
8;8;57;53;82;92;7.07107;26.9258
8;8;86;101;101;111;9.05539;32.2025
8;8;87;120;120;130;9;38.2099
8;8;97;140;140;150;10;48.1664
8;8;17;177;177;187;27.2947;40.3113
9;9;40;40;50;60;40.3113;40.3113
9;9;71;90;90;100;30.4138;25.4951
9;9;50;121;121;131;21.1896;35.3412
9;9;34;144;144;154;13;47.4342
9;9;80;193;193;203;39.8497;7.61577
10;10;88;17;24;34;17.8885;17.8885
10;10;2;51;51;61;17.1172;30.8058
10;10;5;71;71;81;10.198;40.3113
10;10;4;86;86;96;5;36.0555
10;10;45;98;98;108;2;37.7359
10;10;3;111;111;121;3.60555;39.3573
10;10;1;124;125;135;3;38.0789
10;10;46;143;143;153;8.60233;37.2022
10;10;6;158;158;168;5;33.3017
10;10;100;183;183;193;15.2643;19.2354
11;11;69;9;9;19;9.21954;9.21954
11;11;98;24;30;40;5;14.1421
11;11;73;65;65;75;25.2982;39.2938
11;11;7;94;94;104;19.8494;35.3553
11;11;8;109;109;119;5;39.0513
11;11;79;134;134;144;15;38.4708
11;11;78;156;156;166;12.1655;32.5576
11;11;68;198;198;208;32.249;10
12;12;83;19;19;29;19.2354;19.2354
12;12;53;54;57;67;25.4951;20
12;12;16;89;89;99;22.3607;41.2311
12;12;99;125;125;135;26.4764;20.5183
13;13;81;12;80;90;12.0416;12.0416
13;13;61;98;98;108;8.06226;15.8114
13;13;96;122;122;132;14.8661;15.5242
14;14;94;17;86;96;17.1172;17.1172
14;14;90;116;116;126;20.025;4.24264
15;24;54;18;127;137;18.0278;18.0278
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1821.44
[INFO] Cost func = 1821.44
[DEBUG]  SOLUTION: 1821.44 | 0 | {0, 0}
[test_data/solomon/rc108.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1637.6
[INFO] Cost func = 1637.6
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;92;14;14;24;14.7648;14.7648
0;0;95;30;30;40;6.7082;20.6155
0;0;62;49;49;59;9.21954;29.1548
0;0;67;66;66;76;7.07107;25.2982
0;0;94;85;85;95;9.21954;17.1172
0;0;96;101;105;115;6.32456;15.5242
0;0;81;122;122;132;7.2111;12.0416
0;0;68;141;141;151;9.21954;10
0;0;100;162;162;172;11.4017;19.2354
0;0;55;179;179;189;7.07107;14.1421
1;1;70;19;30;40;19.6469;19.6469
1;1;61;50;50;60;10.7703;15.8114
1;1;44;79;79;89;19.7231;35.3412
1;1;42;91;91;101;2;33.541
1;1;39;106;106;116;5;36.0555
1;1;37;121;121;131;5.38516;40.6079
1;1;38;134;134;144;3.60555;37.2022
1;1;41;150;150;160;6.40312;30.8058
1;1;72;171;171;181;11.1803;27.4591
1;1;54;190;190;200;9.43398;18.0278
2;2;64;20;20;30;20.6155;20.6155
2;2;83;38;38;48;8.06226;19.2354
2;2;57;57;57;67;9.21954;26.9258
2;2;74;78;78;88;11.1803;36.0555
2;2;59;98;98;108;10;42.4264
2;2;87;112;112;122;4.47214;38.2099
2;2;86;131;131;141;9;32.2025
2;2;52;148;148;158;7.2111;25
2;2;60;189;189;199;31.6228;26.9258
3;3;51;33;45;55;33.541;33.541
3;3;85;63;63;73;8.544;35.4683
3;3;84;81;81;91;8.48528;27.0185
3;3;71;118;118;128;27.2029;25.4951
3;3;93;133;133;143;5;21.095
3;3;43;176;176;186;33.541;38.0789
4;4;7;35;54;64;35.3553;35.3553
4;4;6;67;67;77;3;33.3017
4;4;8;82;82;92;5.83095;39.0513
4;4;46;95;95;105;3;37.2022
4;4;5;110;110;120;5.38516;40.3113
4;4;3;122;122;132;2;39.3573
4;4;45;135;135;145;3.60555;37.7359
4;4;4;147;147;157;2;36.0555
4;4;2;162;162;172;5.38516;30.8058
5;5;12;32;32;42;32.3883;32.3883
5;5;14;45;45;55;3;35.3553
5;5;47;58;58;68;3;38.3275
5;5;17;70;70;80;2;40.3113
5;5;16;85;85;95;5;41.2311
5;5;15;97;97;107;2;39.2938
5;5;13;112;112;122;5.83095;38.0789
5;5;9;127;127;137;5;33.541
5;5;11;142;142;152;5.38516;33.5261
5;5;10;154;154;164;2;31.6228
6;6;79;38;65;75;38.4708;38.4708
6;6;73;83;83;93;8.94427;39.2938
6;6;78;100;100;110;7.2111;32.5576
6;6;24;160;160;170;50.8035;35.0571
6;6;20;174;174;184;4;35.0571
7;7;63;39;39;49;39.0513;39.0513
7;7;76;58;58;68;9.43398;42.9418
7;7;49;86;99;109;18;38.0526
7;7;19;111;111;121;2;40.05
7;7;21;126;126;136;5.38516;45
7;7;22;146;146;156;10;35
7;7;58;181;181;191;25.4951;47.1699
8;8;35;44;57;67;44.2041;44.2041
8;8;36;69;69;79;2;43.0116
8;8;40;84;84;94;5;40.3113
8;8;1;129;129;139;35;38.0789
9;9;32;51;61;71;51.0784;51.0784
9;9;30;72;72;82;1;52
9;9;28;86;86;96;4;55.7135
9;9;26;99;99;109;3;58.5235
9;9;27;114;114;124;5;57.0088
9;9;29;129;129;139;5;52.2015
9;9;31;141;141;151;2;50.2892
9;9;34;154;154;164;3;47.4342
9;9;50;177;177;187;13;35.3412
10;10;25;45;45;55;45.2769;45.2769
10;10;23;58;58;68;3;45.0444
10;10;48;72;72;82;4;45.0444
10;10;18;84;84;94;2;45.1774
10;10;89;117;117;127;23;52.4786
10;10;33;153;153;163;26.9073;51.4781
11;11;77;49;49;59;49.98;49.98
11;11;75;77;77;87;18.1108;57.0088
11;11;97;100;104;114;13.0384;48.1664
12;12;69;9;9;19;9.21954;9.21954
12;12;98;24;24;34;5;14.1421
12;12;88;40;40;50;6.32456;17.8885
12;12;53;58;68;78;8.94427;20
12;12;82;87;87;97;9.89949;14.7648
12;12;99;105;105;115;8.06226;20.5183
12;12;65;125;125;135;10.2956;11.1803
12;12;66;141;141;151;6.7082;13.0384
12;12;56;160;160;170;9.21954;18.0278
12;12;91;177;177;187;7.07107;12.0416
12;12;80;192;192;202;5.38516;7.61577
13;24;90;4;53;63;4.24264;4.24264
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1634.74
[INFO] Cost func = 1634.74
[DEBUG]  SOLUTION: 1634.74 | 0 | {0, 0}
[test_data/solomon/rc201.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1851.68
[INFO] Cost func = 1851.68
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;65;11;11;21;11.1803;11.1803
0;0;95;42;100;110;21.2132;20.6155
0;0;92;116;116;126;6.7082;14.7648
0;0;63;151;151;161;25.9422;39.0513
0;0;33;181;181;191;20.6155;51.4781
0;0;28;199;199;209;8.60233;55.7135
0;0;29;214;214;224;5.38516;52.2015
0;0;31;226;226;236;2;50.2892
0;0;30;241;246;256;5;52
0;0;62;279;279;289;23.5372;29.1548
0;0;67;296;296;306;7.07107;25.2982
0;0;71;319;319;329;13.0384;25.4951
0;0;81;345;355;365;16.2788;12.0416
0;0;61;373;373;383;8.06226;15.8114
0;0;68;390;612;622;7.07107;10
0;0;55;632;632;642;10;14.1421
0;0;1;667;673;683;25.4951;38.0789
0;0;4;690;690;700;7.07107;36.0555
0;0;60;720;720;730;20.6155;26.9258
0;0;17;751;751;761;21.2132;40.3113
